Object,qid,feature 1,feature 2,Score,Rank
1631,1,1,0.438,-0.372,1553
1632,1,0,0.964,5.784,40
1633,1,1,0.569,0.414,1348
1634,1,0,0.522,3.132,487
1635,1,0,0.146,0.876,1191
1636,1,1,0.993,2.958,521
1637,1,1,0.315,-1.11,1682
1638,1,1,0.319,-1.086,1676
1639,1,1,0.736,1.416,997
1640,1,1,0.411,-0.534,1576
1641,1,1,0.357,-0.858,1633
1642,1,1,0.382,-0.708,1606
1643,1,1,0.079,-2.526,1915
1644,1,0,0.699,4.194,317
1645,1,0,0.729,4.374,289
1646,1,0,0.669,4.014,354
1647,1,1,0.125,-2.25,1872
1648,1,0,0.815,4.89,197
1649,1,1,0.046,-2.724,1955
1650,1,1,0.199,-1.806,1806
1651,1,1,0.039,-2.766,1964
1652,1,0,0.993,5.958,9
1653,1,1,0.224,-1.656,1777
1654,1,1,0.763,1.578,944
1655,1,1,0.199,-1.806,1806
1656,1,1,0.51,0.06,1462
1657,1,1,0.554,0.324,1374
1658,1,1,0.194,-1.836,1813
1659,1,1,0.211,-1.734,1792
1660,1,1,0.67,1.02,1133
1661,1,0,0.675,4.05,344
1662,1,1,0.438,-0.372,1553
1663,1,1,0.314,-1.116,1684
1664,1,0,0.92,5.52,101
1665,1,1,0.353,-0.882,1637
1666,1,1,0.139,-2.166,1855
1667,1,0,0.765,4.59,256
1668,1,0,0.517,3.102,492
1669,1,0,0.967,5.802,36
1670,1,0,0.73,4.38,288
1671,1,0,0.031,0.186,1427
1672,1,0,0.257,1.542,955
1673,1,0,0.698,4.188,318
1674,1,0,0.476,2.856,554
1675,1,1,0.054,-2.676,1942
1676,1,1,0.103,-2.382,1897
1677,1,0,0.631,3.786,395
1678,1,1,0.187,-1.878,1820
1679,1,1,0.163,-2.022,1843
1680,1,1,0.349,-0.906,1641
1681,1,1,0.75,1.5,972
1682,1,0,0.474,2.844,560
1683,1,1,0.841,2.046,802
1684,1,0,0.366,2.196,745
1685,1,0,0.766,4.596,254
1686,1,0,0.072,0.432,1334
1687,1,1,0.316,-1.104,1679
1688,1,0,0.778,4.668,242
1689,1,0,0.227,1.362,1012
1690,1,1,0.196,-1.824,1810
1691,1,0,0.51,3.06,503
1692,1,1,0.288,-1.272,1703
1693,1,1,0.76,1.56,949
1694,1,1,0.203,-1.782,1803
1695,1,1,0.432,-0.408,1559
1696,1,1,0.869,2.214,740
1697,1,0,0.418,2.508,664
1698,1,0,0.545,3.27,466
1699,1,1,0.942,2.652,616
1700,1,1,0.801,1.806,881
1701,1,0,0.956,5.736,52
1702,1,0,0.425,2.55,646
1703,1,1,0.285,-1.29,1711
1704,1,1,0.666,0.996,1149
1705,1,0,0.069,0.414,1346
1706,1,0,0.525,3.15,484
1707,1,1,0.52,0.12,1442
1708,1,1,0.3,-1.2,1698
1709,1,1,0.223,-1.662,1779
1710,1,1,0.788,1.728,904
1711,1,0,0.257,1.542,955
1712,1,1,0.56,0.36,1365
1713,1,1,0.376,-0.744,1614
1714,1,1,0.076,-2.544,1918
1715,1,1,0.322,-1.068,1670
1716,1,1,0.056,-2.664,1941
1717,1,0,0.337,2.022,812
1718,1,0,0.952,5.712,61
1719,1,0,0.803,4.818,215
1720,1,0,0.639,3.834,389
1721,1,1,0.045,-2.73,1957
1722,1,1,0.187,-1.878,1820
1723,1,0,0.22,1.32,1033
1724,1,0,0.438,2.628,622
1725,1,0,0.882,5.292,142
1726,1,0,0.997,5.982,3
1727,1,0,0.29,1.74,902
1728,1,0,0.852,5.112,165
1729,1,1,0.415,-0.51,1569
1730,1,1,0.321,-1.074,1672
1731,1,0,0.951,5.706,62
1732,1,0,0.391,2.346,702
1733,1,0,0.935,5.61,88
1734,1,1,0.95,2.7,610
1735,1,1,0.484,-0.096,1504
1736,1,1,0.042,-2.748,1961
1737,1,1,0.417,-0.498,1568
1738,1,0,0.355,2.13,766
1739,1,0,0.652,3.912,375
1740,1,0,0.956,5.736,52
1741,1,1,0.383,-0.702,1604
1742,1,1,0.12,-2.28,1878
1743,1,1,0.511,0.066,1460
1744,1,0,0.912,5.472,116
1745,1,0,0.817,4.902,192
1746,1,0,0.017,0.102,1450
1747,1,1,0.316,-1.104,1679
1748,1,0,0.327,1.962,831
1749,1,0,0.191,1.146,1085
1750,1,0,0.844,5.064,174
1751,1,1,0.399,-0.606,1586
1752,1,1,0.683,1.098,1098
1753,1,0,0.916,5.496,111
1754,1,0,0.197,1.182,1068
1755,1,1,0.666,0.996,1149
1756,1,0,0.323,1.938,837
1757,1,1,0.325,-1.05,1665
1758,1,1,0.17,-1.98,1836
1759,1,1,0.695,1.17,1075
1760,1,0,0.763,4.578,258
1761,1,1,0.551,0.306,1385
1762,1,0,0.14,0.84,1201
1763,1,1,0.395,-0.63,1592
1764,1,0,0.212,1.272,1045
1765,1,1,0.298,-1.212,1699
1766,1,1,0.179,-1.926,1828
1767,1,0,0.157,0.942,1170
1768,1,1,0.272,-1.368,1727
1769,1,0,0.914,5.484,112
1770,1,0,0.071,0.426,1339
1771,1,0,0.037,0.222,1417
1772,1,0,0.795,4.77,224
1773,1,1,0.397,-0.618,1590
1774,1,0,0.274,1.644,923
1775,1,1,0.739,1.434,991
1776,1,1,0.422,-0.468,1564
1777,1,0,0.767,4.602,251
1778,1,1,0.848,2.088,783
1779,1,0,0.708,4.248,309
1780,1,1,0.169,-1.986,1838
1781,1,1,0.185,-1.89,1822
1782,1,1,0.583,0.498,1318
1783,1,1,0.437,-0.378,1555
1784,1,1,0.393,-0.642,1596
1785,1,0,0.806,4.836,207
1786,1,0,0.999,5.994,2
1787,1,0,0.271,1.626,931
1788,1,1,0.019,-2.886,1987
1789,1,0,0.206,1.236,1053
1790,1,1,0.545,0.27,1397
1791,1,1,0.398,-0.612,1589
1792,1,1,0.957,2.742,591
1793,1,1,0.739,1.434,991
1794,1,0,0.828,4.968,186
1795,1,0,0.114,0.684,1254
1796,1,0,0.984,5.904,19
1797,1,1,0.878,2.268,717
1798,1,0,0.14,0.84,1201
1799,1,1,0.861,2.166,752
1800,1,1,0.394,-0.636,1593
1801,1,0,0.178,1.068,1111
1802,1,0,0.416,2.496,668
1803,1,1,0.537,0.222,1415
1804,1,1,0.103,-2.382,1897
1805,1,1,0.864,2.184,748
1806,1,0,0.121,0.726,1231
1807,1,0,0.732,4.392,284
1808,1,0,0.74,4.44,276
1809,1,0,0.532,3.192,477
1810,1,1,0.303,-1.182,1695
1811,1,0,0.799,4.794,222
1812,1,1,0.505,0.03,1478
1813,1,1,0.068,-2.592,1923
1814,1,1,0.813,1.878,857
1815,1,0,0.038,0.228,1410
1816,1,1,0.484,-0.096,1504
1817,1,0,0.756,4.536,262
1818,1,1,0.059,-2.646,1936
1819,1,0,0.608,3.648,416
1820,1,1,0.874,2.244,728
1821,1,0,0.506,3.036,511
1822,1,1,0.507,0.042,1473
1823,1,1,0.629,0.774,1217
1824,1,1,0.875,2.25,723
1825,1,0,0.827,4.962,187
1826,1,0,0.977,5.862,28
1827,1,0,0.638,3.828,390
1828,1,0,0.243,1.458,982
1829,1,1,0.449,-0.306,1541
1830,1,0,0.695,4.17,323
1831,1,1,0.302,-1.188,1696
1832,1,0,0.41,2.46,677
1833,1,0,0.853,5.118,164
1834,1,0,0.965,5.79,39
1835,1,1,0.074,-2.556,1920
1836,1,0,0.258,1.548,952
1837,1,1,0.218,-1.692,1785
1838,1,1,0.211,-1.734,1792
1839,1,1,0.72,1.32,1032
1840,1,1,0.151,-2.094,1846
1841,1,0,0.027,0.162,1431
1842,1,1,0.912,2.472,675
1843,1,0,0.001,0.006,1486
1844,1,1,0.12,-2.28,1878
1845,1,1,0.961,2.766,585
1846,1,0,0.465,2.79,575
1847,1,1,0.629,0.774,1217
1848,1,1,0.137,-2.178,1859
1849,1,0,0.168,1.008,1139
1850,1,0,0.386,2.316,710
1851,1,0,0.649,3.894,380
1852,1,0,0.005,0.03,1479
1853,1,0,0.958,5.748,50
1854,1,1,0.542,0.252,1401
1855,1,0,0.576,3.456,441
1856,1,0,0.634,3.804,392
1857,1,1,0.353,-0.882,1637
1858,1,0,0.029,0.174,1429
1859,1,0,0.681,4.086,337
1860,1,0,0.803,4.818,215
1861,1,1,0.757,1.542,958
1862,1,0,0.94,5.64,75
1863,1,0,0.179,1.074,1107
1864,1,1,0.051,-2.694,1947
1865,1,0,0.192,1.152,1083
1866,1,0,0.351,2.106,778
1867,1,1,0.316,-1.104,1679
1868,1,0,0.777,4.662,244
1869,1,1,0.954,2.724,602
1870,1,1,0.678,1.068,1109
1871,1,0,0.405,2.43,687
1872,1,1,0.878,2.268,717
1873,1,1,0.276,-1.344,1721
1874,1,1,0.956,2.736,595
1875,1,0,0.686,4.116,331
1876,1,1,0.502,0.012,1484
1877,1,0,0.946,5.676,69
1878,1,0,0.179,1.074,1107
1879,1,0,0.624,3.744,401
1880,1,0,0.196,1.176,1071
1881,1,0,0.61,3.66,414
1882,1,1,0.348,-0.912,1642
1883,1,1,0.674,1.044,1120
1884,1,0,0.184,1.104,1092
1885,1,0,0.076,0.456,1328
1886,1,1,0.293,-1.242,1702
1887,1,1,0.201,-1.794,1805
1888,1,0,0.669,4.014,354
1889,1,1,0.813,1.878,857
1890,1,0,0.523,3.138,486
1891,1,1,0.994,2.964,519
1892,1,1,0.924,2.544,650
1893,1,1,0.253,-1.482,1750
1894,1,1,0.532,0.192,1425
1895,1,0,0.117,0.702,1242
1896,1,0,0.539,3.234,469
1897,1,0,0.661,3.966,368
1898,1,1,0.953,2.718,603
1899,1,1,0.527,0.162,1433
1900,1,1,0.319,-1.086,1676
1901,1,0,0.975,5.85,29
1902,1,0,0.966,5.796,37
1903,1,0,0.435,2.61,627
1904,1,1,0.623,0.738,1227
1905,1,0,0.42,2.52,659
1906,1,0,0.68,4.08,339
1907,1,0,0.874,5.244,154
1908,1,1,0.075,-2.55,1919
1909,1,0,0.472,2.832,564
1910,1,1,0.612,0.672,1259
1911,1,1,0.953,2.718,603
1912,1,1,0.046,-2.724,1955
1913,1,1,0.473,-0.162,1512
1914,1,0,0.503,3.018,512
1915,1,1,0.506,0.036,1474
1916,1,0,0.119,0.714,1236
1917,1,1,0.659,0.954,1166
1918,1,0,0.533,3.198,474
1919,1,0,0.46,2.76,587
1920,1,1,0.222,-1.668,1780
1921,1,1,0.722,1.332,1028
1922,1,0,0.138,0.828,1204
1923,1,1,0.386,-0.684,1603
1924,1,1,0.469,-0.186,1517
1925,1,0,0.144,0.864,1196
1926,1,0,0.121,0.726,1231
1927,1,1,0.41,-0.54,1577
1928,1,0,0.021,0.126,1440
1929,1,1,0.116,-2.304,1885
1930,1,1,0.681,1.086,1103
1931,1,0,0.792,4.752,227
1932,1,1,0.796,1.776,888
1933,1,1,0.804,1.824,874
1934,1,0,0.644,3.864,383
1935,1,0,0.051,0.306,1388
1936,1,1,0.489,-0.066,1498
1937,1,1,0.865,2.19,747
1938,1,0,0.517,3.102,492
1939,1,1,0.708,1.248,1052
1940,1,0,0.741,4.446,274
1941,1,0,0.382,2.292,714
1942,1,1,0.405,-0.57,1581
1943,1,1,0.452,-0.288,1539
1944,1,1,0.064,-2.616,1927
1945,1,0,0.808,4.848,206
1946,1,1,0.176,-1.944,1831
1947,1,0,0.745,4.47,271
1948,1,1,0.682,1.092,1102
1949,1,0,0.62,3.72,406
1950,1,0,0.329,1.974,828
1951,1,1,0.483,-0.102,1508
1952,1,0,0.038,0.228,1410
1953,1,1,0.492,-0.048,1494
1954,1,0,0.113,0.678,1256
1955,1,0,0.119,0.714,1236
1956,1,0,0.919,5.514,105
1957,1,1,0.564,0.384,1358
1958,1,1,0.772,1.632,929
1959,1,0,0.585,3.51,434
1960,1,1,0.603,0.618,1283
1961,1,1,0.866,2.196,745
1962,1,0,0.175,1.05,1118
1963,1,1,0.499,-0.006,1487
1964,1,1,0.573,0.438,1331
1965,1,0,0.906,5.436,124
1966,1,0,0.006,0.036,1477
1967,1,1,0.389,-0.666,1600
1968,1,1,0.956,2.736,595
1969,1,0,0.599,3.594,425
1970,1,0,0.632,3.792,394
1971,1,1,0.964,2.784,577
1972,1,0,0.775,4.65,246
1973,1,0,0.127,0.762,1223
1974,1,0,0.606,3.636,420
1975,1,1,0.15,-2.1,1849
1976,1,0,0.62,3.72,406
1977,1,0,0.389,2.334,705
1978,1,1,0.127,-2.238,1868
1979,1,1,0.78,1.68,914
1980,1,1,0.932,2.592,632
1981,1,0,0.509,3.054,504
1982,1,0,0.195,1.17,1075
1983,1,1,0.594,0.564,1296
1984,1,1,0.01,-2.94,1995
1985,1,1,0.936,2.616,625
1986,1,1,0.263,-1.422,1737
1987,1,1,0.816,1.896,850
1988,1,1,0.412,-0.528,1575
1989,1,0,0.438,2.628,622
1990,1,0,0.517,3.102,492
1991,1,1,0.591,0.546,1304
1992,1,1,0.461,-0.234,1528
1993,1,1,0.698,1.188,1066
1994,1,1,0.399,-0.606,1586
1995,1,1,0.371,-0.774,1620
1996,1,0,0.221,1.326,1030
1997,1,1,0.446,-0.324,1544
1998,1,1,0.125,-2.25,1872
1999,1,0,0.374,2.244,728
2000,1,0,0.921,5.526,99
Beta_true,,,,,
-3,,,,,
6,,,,,
