Object,qid,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,Score,Rank
1023,1,0,0.766,0.071,0.183,0.249,0.147,0.218,0.222,0.638,0,0.756,0.873,0.672,0.37,0.795,-11.427,1984
1024,1,0,0.786,0.145,0.326,0.447,0.026,0.536,0.944,0.224,0,0.366,0.034,0.849,0.156,0.522,-4.424,1599
1025,1,0,0.368,0.422,0.715,0.651,0.073,0.112,0.6,0.375,0,0.452,0.404,0.748,0.297,0.556,-3.306,1471
1026,1,0,0.748,0.974,0.995,0.009,0.163,0.127,0.577,0.062,0,0.974,0.761,0.309,0.301,0.384,-0.739,1139
1027,1,1,0.508,0.748,0.067,0.557,0.13,0.319,0.866,0.881,1,0.162,0.532,0.583,0.847,0.714,-8.014,1893
1028,1,0,0.622,0.555,0.342,0.197,0.719,0.815,0.371,0.907,0,0.1,0.109,0.025,0.925,0.339,3.81,465
1029,1,1,0.037,0.487,0.097,0.485,0.228,0.839,0.195,0.032,0,0.647,0.446,0.262,0.845,0.193,-2.207,1332
1030,1,0,0.896,0.583,0.975,0.519,0.476,0.517,0.219,0.978,1,0.142,0.697,0.275,0.19,0.799,1.381,804
1031,1,1,0.095,0.312,0.979,0.756,0.335,0.49,0.516,0.996,0,0.047,0.172,0.887,0.479,0.747,-0.851,1159
1032,1,1,0.464,0.208,0.103,0.249,0.478,0.669,0.105,0.738,1,0.039,0.221,0.879,0.065,0.15,1.907,732
1033,1,0,0.428,0.576,0.834,0.056,0.853,0.681,0.989,0.792,1,0.885,0.939,0.085,0.374,0.466,2.273,669
1034,1,0,0.449,0.765,0.707,0.232,0.564,0.077,0.683,0.951,0,0.176,0.56,0.177,0.133,0.242,6.996,166
1035,1,1,0.122,0.254,0.341,0.61,0.556,0.475,0.625,0.184,0,0.265,0.944,0.753,0.931,0.447,-3.519,1498
1036,1,1,0.926,0.417,0.245,0.16,0.723,0.41,0.236,0.746,1,0.069,0.339,0.801,0.638,0.724,-2.676,1391
1037,1,1,0.975,0.316,0.863,0.666,0.19,0.636,0.851,0.947,0,0.775,0.568,0.861,0.656,0.923,-6.628,1807
1038,1,1,0.233,0.035,0.799,0.543,0.445,0.377,0.591,0.68,1,0.097,0.667,0.862,0.408,0.715,-3.901,1542
1039,1,1,0.791,0.739,0.549,0.381,0.168,0.764,0.029,0.97,0,0.664,0.217,0.714,0.568,0.858,-5.675,1734
1040,1,0,0.205,0.816,0.072,0.4,0.656,0.941,0.749,0.511,0,0.479,0.583,0.59,0.174,0.128,4.489,397
1041,1,1,0.807,0.39,0.613,0.064,0.787,0.241,0.397,0.604,1,0.812,0.306,0.069,0.533,0.752,0.423,945
1042,1,1,0.252,0.165,0.444,0.989,0.225,0.905,0.032,0.201,0,0.179,0.392,0.986,0.735,0.638,-4.563,1614
1043,1,0,0.228,0.375,0.06,0.306,0.958,0.213,0.693,0.277,0,0.695,0.576,0.524,0.483,0.019,5.112,328
1044,1,1,0.697,0.744,0.315,0.982,0.829,0.405,0.283,0.764,1,0.918,0.233,0.438,0.96,0.092,8.079,106
1045,1,0,0.801,0.39,0.97,0.012,0.99,0.094,0.291,0.249,0,0.526,0.434,0.925,0.171,0.424,5.463,298
1046,1,1,0.333,0.734,0.259,0.97,0.034,0.936,0.556,0.409,1,0.667,0.1,0.611,0.692,0.26,-1.044,1182
1047,1,1,0.535,0.007,0.574,0.835,0.584,0.685,0.546,0.016,1,0.476,0.334,0.408,0.57,0.214,4.826,353
1048,1,0,0.654,0.915,0.703,0.045,0.282,0.334,0.422,0.264,0,0.347,0.027,0.455,0.006,0.48,2.485,636
1049,1,1,0.605,0.531,0.797,0.558,0.419,0.381,0.984,0.461,0,0.279,0.253,0.277,0.951,0.746,-0.669,1126
1050,1,0,0.423,0.145,0.422,0.228,0.628,0.494,0.733,0.593,1,0.26,0.558,0.31,0.691,0.63,-3.8,1532
1051,1,1,0.441,0.779,0.624,0.731,0.515,0.04,0.7,0.32,0,0.893,0.09,0.505,0.511,0.017,8.719,80
1052,1,1,0.311,0.168,0.497,0.402,0.743,0.119,0.188,0.744,0,0.403,0.239,0.182,0.767,0.666,0.808,887
1053,1,1,0.459,0.227,0.436,0.322,0.235,0.032,0.221,0.39,1,0.606,0.404,0.796,0.922,0.382,-6.735,1817
1054,1,0,0.963,0.252,0.754,0.962,0.034,0.605,0.045,0.51,0,0.451,0.695,0.394,0.434,0.819,-4.075,1557
1055,1,0,0.919,0.102,0.648,0.049,0.184,0.216,0.841,0.673,1,0.128,0.693,0.006,0.456,0.76,-6.418,1792
1056,1,0,0.541,0.914,0.771,0.003,0.397,0.123,0.058,0.677,1,0.699,0.455,0.258,0.201,0.473,0.363,962
1057,1,0,0.156,0.981,0.671,0.059,0.604,0.348,0.444,0.343,1,0.583,0.784,0.241,0.18,0.737,-1.478,1244
1058,1,0,0.784,0.394,0.923,0.826,0.881,0.929,0.142,0.503,1,0.014,0.408,0.667,0.993,0.308,6.417,204
1059,1,0,0.866,0.247,0.049,0.548,0.276,0.293,0.872,0.655,1,0.393,0.314,0.799,0.554,0.388,-4.405,1598
1060,1,1,0.381,0.316,0.291,0.23,0.553,0.089,0.24,0.06,1,0.814,0.278,0.793,0.214,0.16,1.25,820
1061,1,0,0.772,0.64,0.707,0.045,0.719,0.338,0.778,0.31,1,0.442,0.024,0.57,0.031,0.362,5.696,278
1062,1,1,0.484,0.868,0.167,0.66,0.222,0.373,0.724,0.281,1,0.866,0.405,0.429,0.894,0.299,-2.363,1355
1063,1,0,0.211,0.641,0.338,0.893,0.691,0.198,0.84,0.394,1,0.403,0.93,0.034,0.927,0.12,4.505,393
1064,1,1,0.249,0.5,0.243,0.789,0.63,0.571,0.965,0.248,1,0.248,0.817,0.875,0.068,0.131,5.118,326
1065,1,1,0.334,0.915,0.494,0.241,0.94,0.527,0.705,0.549,1,0.857,0.687,0.727,0.468,0.025,6.721,191
1066,1,1,0.97,0.675,0.531,0.12,0.87,0.52,0.744,0.026,0,0.957,0.686,0.117,0.459,0.376,5.894,257
1067,1,0,0.253,0.613,0.092,0.79,0.23,0.155,0.871,0.892,1,0.362,0.589,0.152,0.786,0.775,-6.816,1823
1068,1,0,0.105,0.73,0.707,0.784,0.344,0.279,0.657,0.042,1,0.353,0.539,0.944,0.726,0.733,-5.471,1709
1069,1,1,0.345,0.738,0.409,0.377,0.509,0.289,0.797,0.053,0,0.391,0.893,0.041,0.582,0.402,1.96,719
1070,1,1,0.006,0.784,0.895,0.522,0.693,0.063,0.264,0.185,1,0.658,0.66,0.459,0.126,0.149,8.232,95
1071,1,0,0.396,0.989,0.567,0.847,0.927,0.205,0.846,0.692,1,0.479,0.896,0.601,0.643,0.678,2.487,635
1072,1,0,0.313,0.097,0.096,0.259,0.618,0.518,0.075,0.955,0,0.245,0.645,0.019,0.303,0.931,-4.55,1613
1073,1,0,0.647,0.531,0.298,0.689,0.43,0.706,0.019,0.218,1,0.076,0.159,0.162,0.377,0.031,7.352,139
1074,1,0,0.762,0.203,0.717,0.36,0.289,0.669,0.359,0.641,1,0.136,0.125,0.332,0.032,0.914,-2.584,1384
1075,1,1,0.605,0.653,0.627,0.048,0.028,0.516,0.172,0.146,1,0.661,0.468,0.456,0.929,0.586,-8.858,1930
1076,1,0,0.659,0.78,0.212,0.247,0.156,0.221,0.944,0.062,1,0.989,0.408,0.537,0.252,0.269,-2.999,1426
1077,1,0,0.455,0.031,0.548,0.78,0.532,0.942,0.521,0.543,1,0.078,0.428,0.967,0.319,0.39,0.612,917
1078,1,0,0.995,0.444,0.896,0.53,0.753,0.775,0.801,0.237,1,0.723,0.76,0.807,0.61,0.381,2.272,670
1079,1,1,0.347,0.272,0.737,0.377,0.87,0.491,0.534,0.589,0,0.984,0.487,0.865,0.642,0.736,-1.416,1233
1080,1,0,0.567,0.828,0.473,0.567,0.286,0.429,0.468,0.328,0,0.296,0.716,0.037,0.059,0.366,4.362,413
1081,1,0,0.351,0.366,0.53,0.063,0.481,0.568,0.24,0.809,0,0.28,0.566,0.641,0.591,0.897,-7.702,1877
1082,1,1,0.261,0.816,0.397,0.024,0.813,0.699,0.434,0.426,0,0.452,0.476,0.734,0.707,0.733,-2.325,1353
1083,1,0,0.741,0.405,0.437,0.319,0.195,0.905,0.587,0.36,0,0.233,0.391,0.966,0.348,0.297,-2.223,1333
1084,1,1,0.674,0.494,0.384,0.106,0.148,0.335,0.696,0.766,0,0.135,0.242,0.256,0.876,0.415,-3.174,1451
1085,1,0,0.148,0.348,0.535,0.127,0.704,0.084,0.057,0.162,1,0.982,0.076,0.38,0.764,0.585,-3.227,1457
1086,1,1,0.209,0.137,0.384,0.632,0.915,0.242,0.81,0.609,0,0.182,0.53,0.143,0.661,0.222,7.624,126
1087,1,0,0.614,0.409,0.961,0.428,0.684,0.198,0.669,0.845,0,0.233,0.784,0.779,0.691,0.768,-1.79,1277
1088,1,1,0.144,0.595,0.275,0.073,0.446,0.786,0.286,0.014,0,0.958,0.032,0.871,0.712,0.337,-3.428,1489
1089,1,1,0.363,0.601,0.438,0.737,0.732,0.034,0.289,0.837,0,0.245,0.327,0.253,0.191,0.009,12.758,7
1090,1,1,0.101,0.198,0.373,0.225,0.175,0.702,0.604,0.94,0,0.013,0.312,0.274,0.343,0.804,-5.65,1730
1091,1,1,0.918,0.198,0.341,0.608,0.902,0.848,0.42,0.28,0,0.419,0.391,0.699,0.354,0.933,0.947,861
1092,1,0,0.843,0.409,0.744,0.158,0.368,0.94,0.465,0.13,0,0.876,0.392,0.16,0.407,0.566,-0.904,1164
1093,1,1,0.908,0.235,0.006,0.7,0.284,0.893,0.636,0.258,0,0.016,0.152,0.995,0.555,0.401,-1.368,1224
1094,1,0,0.604,0.393,0.469,0.513,0.369,0.085,0.573,0.024,0,0.48,0.346,0.462,0.149,0.398,1.947,723
1095,1,0,0.371,0.046,0.372,0.923,0.901,0.611,0.768,0.93,0,0.202,0.784,0.277,0.252,0.565,5.219,320
1096,1,0,0.844,0.345,0.109,0.192,0.607,0.078,0.484,0.037,0,0.938,0.073,0.075,0.221,0.988,-3.191,1455
1097,1,0,0.106,0.962,0.226,0.646,0.408,0.9,0.028,0.727,1,0.838,0.718,0.122,0.098,0.541,0.094,1004
1098,1,1,0.01,0.462,0.455,0.382,0.117,0.363,0.39,0.795,0,0.618,0.859,0.39,0.762,0.978,-11.657,1986
1099,1,0,0.038,0.771,0.792,0.721,0.943,0.42,0.907,0.056,1,0.196,0.698,0.931,0.13,0.143,9.302,61
1100,1,1,0.673,0.065,0.76,0.446,0.936,0.228,0.998,0.887,1,0.471,0.822,0.877,0.337,0.116,6.41,206
1101,1,0,0.119,0.826,0.649,0.549,0.139,0.076,0.341,0.195,1,0.603,0.866,0.836,0.21,0.03,-0.051,1030
1102,1,1,0.107,0.883,0.642,0.879,0.072,0.98,0.23,0.278,1,0.9,0.72,0.916,0.917,0.564,-7.303,1853
1103,1,0,0.878,0.414,0.627,0.164,0.563,0.538,0.529,0.248,1,0.081,0.886,0.864,0.257,0.636,-2.965,1420
1104,1,0,0.874,0.49,0.9,0.104,0.254,0.508,0.746,0.293,1,0.498,0.574,0.156,0.804,0.394,-2.424,1365
1105,1,0,0.983,0.539,0.452,0.435,0.357,0.049,0.604,0.31,1,0.07,0.41,0.351,0.408,0.946,-4.138,1563
1106,1,1,0.239,0.862,0.779,0.548,0.929,0.793,0.093,0.496,1,0.526,0.028,0.928,0.208,0.139,10.932,29
1107,1,0,0.184,0.415,0.959,0.682,0.261,0.547,0.538,0.054,1,0.183,0.936,0.379,0.537,0.607,-2.976,1421
1108,1,0,0.736,0.135,0.259,0.654,0.98,0.506,0.995,0.233,1,0.231,0.827,0.662,0.099,0.276,6.137,232
1109,1,0,0.593,0.295,0.967,0.295,0.887,0.531,0.473,0.74,1,0.198,0.028,0.825,0.166,0.877,1.904,734
1110,1,0,0.956,0.318,0.069,0.607,0.75,0.088,0.985,0.299,0,0.441,0.295,0.571,0.928,0.59,-0.914,1167
1111,1,1,0.394,0.692,0.101,0.304,0.831,0.143,0.389,0.463,0,0.83,0.78,0.168,0.592,0.69,-0.434,1094
1112,1,1,0.838,0.987,0.293,0.212,0.376,0.949,0.437,0.266,0,0.266,0.236,0.203,0.459,0.16,5.682,279
1113,1,0,0.414,0.583,0.405,0.215,0.351,0.862,0.29,0.395,0,0.654,0.608,0.539,0.087,0.193,1.129,838
1114,1,1,0.173,0.604,0.92,0.774,0.632,0.865,0.881,0.142,1,0.2,0.433,0.829,0.556,0.04,7.833,116
1115,1,1,0.893,0.584,0.197,0.831,0.88,0.941,0.836,0.543,0,0.089,0.19,0.046,0.584,0.745,6.979,167
1116,1,0,0.244,0.556,0.159,0.217,0.175,0.583,0.318,0.748,1,0.901,0.078,0.897,0.448,0.577,-9.007,1936
1117,1,1,0.763,0.484,0.583,0.506,0.149,0.504,0.529,0.391,1,0.071,0.413,0.585,0.005,0.801,-2.426,1366
1118,1,0,0.875,0.171,0.069,0.628,0.734,0.821,0.485,0.218,1,0.288,0.45,0.301,0.449,0.962,-2.976,1422
1119,1,0,0.919,0.226,0.524,0.863,0.473,0.661,0.864,0.867,0,0.391,0.788,0.543,0.202,0.71,0.229,985
1120,1,0,0.052,0.944,0.027,0.734,0.053,0.906,0.074,0.646,0,0.185,0.729,0.764,0.682,0.118,-2.959,1419
1121,1,0,0.57,0.038,0.709,0.108,0.574,0.903,0.426,0.911,1,0.954,0.805,0.624,0.019,0.137,1.086,842
1122,1,0,0.62,0.312,0.871,0.683,0.764,0.337,0.726,0.869,1,0.954,0.415,0.704,0.371,0.679,1.101,840
1123,1,1,0.97,0.668,0.292,0.112,0.876,0.506,0.731,0.602,1,0.37,0.576,0.7,0.052,0.77,1.204,827
1124,1,1,0.242,0.7,0.114,0.84,0.198,0.321,0.964,0.765,1,0.55,0.697,0.492,0.508,0.972,-8.199,1904
1125,1,0,0.973,0.646,0.448,0.63,0.48,0.542,0.995,0.251,1,0.28,0.953,0.097,0.668,0.08,4.679,369
1126,1,1,0.775,0.813,0.048,0.093,0.375,0.939,0.583,0.562,1,0.369,0.356,0.395,0.97,0.981,-9.65,1956
1127,1,1,0.704,0.539,0.487,0.22,0.277,0.864,0.27,0.61,0,0.472,0.463,0.844,0.206,0.89,-5.796,1744
1128,1,1,0.362,0.384,0.478,0.147,0.943,0.701,0.826,0.872,0,0.889,0.51,0.448,0.119,0.776,1.498,789
1129,1,0,0.321,0.559,0.913,0.311,0.292,0.869,0.957,0.514,0,0.989,0.935,0.579,0.1,0.104,1.807,747
1130,1,0,0.114,0.997,0.39,0.671,0.867,1,0.584,0.957,0,0.57,0.62,0.622,0.87,0.606,0.906,870
1131,1,0,0.522,0.807,0.822,0.426,0.445,0.933,0.768,0.891,1,0.95,0.546,0.494,0.106,0.61,0.189,993
1132,1,1,0.353,0.433,0.949,0.127,0.924,0.99,0.055,0.8,0,0.021,0.972,0.82,0.883,0.104,4.983,342
1133,1,1,0.119,0.296,0.937,0.96,0.447,0.263,0.895,0.959,0,0.116,0.524,0.364,0.056,0.805,3.554,500
1134,1,0,0.636,0.009,0.683,0.01,0.108,0.755,0.775,0.683,1,0.379,0.385,0.384,0.153,0.209,-2.143,1324
1135,1,1,0.508,0.807,0.826,0.845,0.575,0.796,0.57,0.306,0,0.145,0.38,0.576,0.072,0.09,12.722,8
1136,1,1,0.607,0.188,0.061,0.862,0.685,0.006,0.613,0.78,1,0.631,1,0.099,0.613,0.202,3.439,515
1137,1,0,0.987,0.842,0.364,0.58,0.284,0.908,0.688,0.912,0,0.433,0.167,0.623,0.644,0.775,-3.133,1444
1138,1,1,0.274,0.888,0.716,0.194,0.645,0.669,0.912,0.053,0,0.74,0.674,0.746,0.05,0.529,2.47,640
1139,1,1,0.369,0.036,0.182,0.054,0.793,0.777,0.696,0.191,1,0.583,0.733,0.02,0.376,0.01,4.349,416
1140,1,1,0.694,0.352,0.97,0.213,0.838,0.075,0.078,0.274,0,0.726,0.557,0.728,0.223,0.614,3.479,510
1141,1,0,0.626,0.948,0.405,0.5,0.834,0.681,1,0.536,0,0.203,0.206,0.927,0.948,0.536,1.724,760
1142,1,0,0.359,0.23,0.102,0.882,0.076,0.435,0.986,0.254,1,0.829,0.036,0.774,0.14,0.056,-0.136,1046
1143,1,1,0.031,0.52,0.249,0.94,0.575,0.75,0.766,0.965,0,0.47,0.032,0.047,0.279,0.252,8.929,73
1144,1,1,0.572,0.554,0.427,0.601,0.188,0.407,0.553,0.177,1,0.786,0.262,0.28,0.935,0.684,-5.594,1723
1145,1,0,0.942,0.536,0.373,0.206,0.53,0.386,0.62,0.835,1,0.31,0.976,0.756,0.627,0.415,-3.543,1501
1146,1,1,0.905,0.052,0.628,0.974,0.59,0.875,0.021,0.904,0,0.011,0.282,0.223,0.48,0.891,3.178,550
1147,1,0,0.571,0.786,0.7,0.957,0.866,0.148,0.803,0.167,0,0.604,0.861,0.856,0.447,0.575,4.545,389
1148,1,1,0.992,0.658,0.68,0.391,0.867,0.063,0.801,0.13,1,0.87,0.387,0.033,0.15,0.228,11.24,25
1149,1,0,0.163,0.894,0.382,0.256,0.328,0.624,0.434,0.828,0,0.449,0.261,0.69,0.073,0.031,3.98,452
1150,1,0,0.672,0.224,0.212,0.945,0.331,0.152,0.618,0.056,0,0.982,0.764,0.506,0.411,0.48,-2.236,1335
1151,1,1,0.939,0.555,0.348,0.22,0.046,0.519,0.342,0.819,1,0.565,0.35,0.312,0.42,0.031,0.657,910
1152,1,0,0.267,0.089,0.061,0.222,0.5,0.737,0.355,0.521,0,0.69,0.308,0.781,0.39,0.286,-3.083,1437
1153,1,0,0.709,0.222,0.822,0.402,0.832,0.675,0.986,0.507,1,0.971,0.833,0.804,0.212,0.087,5.115,327
1154,1,1,0.588,0.552,0.903,0.158,0.865,0.31,0.691,0.295,0,0.329,0.563,0.228,0.996,0.93,-0.655,1123
1155,1,0,0.938,0.605,0.814,0.775,0.977,0.901,0.768,0.778,1,0.785,0.998,0.539,0.436,0.953,1.162,834
1156,1,0,0.959,0.946,0.013,0.583,0.739,0.129,0.767,0.23,1,0.951,0.242,0.478,0.876,0.174,3.453,513
1157,1,1,0.17,0.893,0.167,0.21,0.09,0.701,0.983,0.397,1,0.854,0.838,0.109,0.839,0.868,-11.896,1987
1158,1,0,0.409,0.604,0.353,0.598,0.315,0.184,0.403,0.396,0,0.712,0.43,0.875,0.213,0.75,-4.597,1619
1159,1,1,0.473,0.976,0.341,0.071,0.567,0.076,0.603,0.924,0,0.241,0.205,0.35,0.867,0.604,-0.609,1115
1160,1,0,0.567,0.15,0.73,0.282,0.532,0.589,0.519,0.336,1,0.454,0.951,0.813,0.999,0.545,-7.224,1846
1161,1,0,0.547,0.164,0.776,0.471,0.592,0.273,0.565,0.993,1,0.285,0.076,0.7,0.638,0.441,0.767,890
1162,1,1,0.925,0.957,0.429,0.643,0.479,0.415,0.191,0.95,1,0.46,0.769,0.691,0.766,0.184,2.781,594
1163,1,1,0.946,0.273,0.422,0.902,0.951,0.584,0.214,0.614,0,0.745,0.315,0.372,0.225,0.344,10.931,30
1164,1,0,0.667,0.648,0.982,0.722,0.662,0.905,0.469,0.153,0,0.597,0.047,0.899,0.681,0.985,-0.75,1142
1165,1,0,0.305,0.297,0.116,0.821,0.743,0.89,0.425,0.212,1,0.114,0.902,0.07,0.552,0.548,1.046,852
1166,1,0,0.124,0.322,0.873,0.481,0.32,0.929,0.706,0.881,1,0.84,0.365,0.21,0.542,0.796,-4.974,1659
1167,1,1,0.375,0.968,0.021,0.529,0.393,0.238,0.309,0.055,1,0.428,0.084,0.367,0.373,0.999,-4.118,1561
1168,1,1,0.017,0.634,0.45,0.157,0.557,0.057,0.998,0.528,0,0.479,0.269,0.497,0.419,0.621,-0.967,1173
1169,1,1,0.698,0.587,0.873,0.513,0.382,0.728,0.014,0.283,0,0.049,0.615,0.466,0.068,0.84,1.487,791
1170,1,0,0.64,0.104,0.784,0.831,0.787,0.868,0.057,0.261,1,0.96,0.452,0.473,0.385,0.79,0.76,892
1171,1,1,0.034,0.625,0.064,0.859,0.358,0.392,0.869,0.93,1,0.816,0.432,0.382,0.964,0.161,-0.812,1153
1172,1,0,0.897,0.766,0.166,0.861,0.468,0.162,0.274,0.272,1,0.477,0.006,0.422,0.077,0.671,2.986,572
1173,1,1,0.12,0.193,0.901,0.894,0.479,0.736,0.931,0.825,0,0.614,0.464,0.213,0.33,0.516,4.401,410
1174,1,0,0.583,0.767,0.839,0.761,0.505,0.226,0.901,0.522,1,0.306,0.943,0.182,0.606,0.493,2.549,626
1175,1,1,0.87,0.424,0.919,0.799,0.188,0.776,0.869,0.776,0,0.757,0.937,0.491,0.313,0.04,5.309,309
1176,1,0,0.447,0.53,0.179,0.219,0.523,0.334,0.389,0.248,1,0.291,0.031,0.588,0.988,0.041,0.148,996
1177,1,0,0.356,0.278,0.918,0.343,0.829,0.636,0.106,0.936,0,0.128,0.033,0.249,0.297,0.866,3.727,482
1178,1,0,0.132,0.48,0.668,0.546,0.381,0.256,0.53,0.828,1,0.524,0.149,0.339,0.794,0.98,-6.705,1814
1179,1,1,0.18,0.282,0.566,0.846,0.325,0.421,0.727,0.773,1,0.247,0.651,0.133,0.429,0.833,-2.504,1373
1180,1,0,0.228,0.734,0.464,0.282,0.885,0.512,0.849,0.023,1,0.167,0.586,0.976,0.049,0.412,3.413,522
1181,1,1,0.001,0.126,0.764,0.351,0.328,0.112,0.275,0.586,1,0.413,0.893,0.524,0.968,0.362,-5.59,1722
1182,1,0,0.697,0.237,0.455,0.999,0.833,0.814,0.745,0.974,1,0.97,0.25,0.349,0.787,0.612,2.109,693
1183,1,1,0.766,0.794,0.656,0.748,0.583,0.821,0.498,0.856,0,0.36,0.538,0.999,0.103,0.697,3.293,534
1184,1,0,0.233,0.324,0.081,0.648,0.65,0.669,0.072,0.043,0,0.375,0.938,0.766,0.781,0.934,-8.371,1912
1185,1,0,0.846,0.801,0.366,0.033,0.472,0.367,0.574,0.035,1,0.011,0.533,0.51,0.978,0.761,-6.717,1816
1186,1,1,0.784,0.53,0.393,0.239,0.88,0.563,0.309,0.512,1,0.46,0.078,0.771,0.073,0.921,0.912,867
1187,1,0,0.917,0.37,0.815,0.89,0.561,0.705,0.987,0.003,0,0.321,0.686,0.312,0.195,0.394,7.401,136
1188,1,1,0.027,0.716,0.187,0.764,0.39,0.723,0.558,0.856,1,0.218,0.929,0.025,0.621,0.232,1.922,727
1189,1,0,0.955,0.594,0.801,0.44,0.725,0.103,0.639,0.765,1,0.68,0.944,0.966,0.74,0.792,-4.33,1585
1190,1,0,0.664,0.971,0.559,0.485,0.755,0.613,0.457,0.446,0,0.313,0.928,0.665,0.95,0.626,-0.628,1121
1191,1,0,0.894,0.489,0.271,0.918,0.531,0.265,0.658,0.828,0,0.381,0.789,0.13,0.349,0.619,2.655,608
1192,1,1,0.816,0.491,0.279,0.252,0.558,0.491,0.255,0.944,0,0.196,0.162,0.794,0.857,0.906,-5.338,1690
1193,1,1,0.727,0.201,0.716,0.704,0.202,0.318,0.436,0.406,1,0.891,0.585,0.041,0.807,0.354,-0.815,1154
1194,1,1,0.643,0.33,0.329,0.572,0.166,0.139,0.925,0.983,1,0.407,0.487,0.146,0.313,0.662,-2.932,1416
1195,1,0,0.66,0.069,0.817,0.767,0.894,0.859,0.694,0.974,0,0.328,0.874,0.69,0.42,0.763,1.802,748
1196,1,0,0.962,0.605,0.04,0.326,0.265,0.651,0.735,0.658,1,0.245,0.322,0.092,0.175,0.245,2.03,708
1197,1,1,0.649,0.384,0.161,0.918,0.881,0.607,0.875,0.542,0,0.358,0.292,0.467,0.456,0.006,11.694,20
1198,1,0,0.786,0.596,0.612,0.546,0.75,0.729,0.053,0.375,1,0.386,0.101,0.515,0.278,0.136,9.153,66
1199,1,1,0.748,0.688,0.901,0.36,0.228,0.324,0.501,0.29,0,0.945,0.857,0.012,0.803,0.739,-3.67,1515
1200,1,1,0.661,0.923,0.309,0.079,0.668,0.885,0.631,0.641,0,0.57,0.336,0.186,0.511,0.941,-1.455,1240
1201,1,0,0.783,0.365,0.47,0.726,0.914,0.973,0.366,0.41,1,0.199,0.751,0.864,0.205,0.459,4.589,381
1202,1,0,0.962,0.466,0.94,0.277,0.427,0.937,0.359,0.053,1,0.921,0.692,0.004,0.523,0.846,-3.272,1468
1203,1,0,0.868,0.923,0.512,0.132,0.356,0.856,0.83,0.944,0,0.886,0.728,0.539,0.766,0.113,-0.299,1069
1204,1,0,0.403,0.647,0.362,0.19,0.685,0.402,0.321,0.366,0,0.497,0.965,0.333,0.811,0.961,-6.891,1829
1205,1,0,0.656,0.911,0.811,0.611,0.484,0.327,0.632,0.458,1,0.737,0.179,0.015,0.009,0.111,10.958,26
1206,1,0,0.721,0.429,0.129,0.825,0.389,0.464,0.358,0.511,1,0.412,0.527,0.053,0.667,0.473,-0.422,1091
1207,1,1,0.551,0.704,0.846,0.655,0.386,0.977,0.569,0.962,0,0.87,0.426,0.34,0.978,0.32,2.265,671
1208,1,1,0.397,0.247,0.853,0.878,0.547,0.076,0.252,0.599,1,0.629,0.479,0.442,0.41,0.891,-0.616,1117
1209,1,1,0.28,0.569,0.682,0.395,0.32,0.641,0.497,0.562,1,0.317,0.42,0.545,0.649,0.543,-2.579,1382
1210,1,0,0.088,0.232,0.197,0.174,0.425,0.278,0.861,0.338,0,0.637,0.048,0.493,0.675,0.172,-1.705,1271
1211,1,1,0.854,0.731,0.311,0.963,0.158,0.908,0.774,0.37,0,0.144,0.793,0.608,0.029,0.881,-1.514,1249
1212,1,0,0.587,0.338,0.834,0.62,0.901,0.191,0.936,0.172,1,0.561,0.825,0.613,0.853,0.216,4.16,431
1213,1,1,0.486,0.43,0.784,0.445,0.415,0.196,0.278,0.486,1,0.472,0.46,0.171,0.562,0.221,3.745,479
1214,1,0,0.527,0.73,0.472,0.484,0.676,0.074,0.61,0.834,1,0.111,0.051,0.539,0.018,0.27,7.991,110
1215,1,0,0.141,0.132,0.937,0.597,0.443,0.64,0.106,0.287,1,0.482,0.599,0.098,0.753,0.074,3.183,547
1216,1,0,0.507,0.747,0.484,0.896,0.991,0.636,0.183,0.778,0,0.266,0.601,0.023,0.854,0.08,12.084,14
1217,1,0,0.824,0.978,0.47,0.371,0.454,0.445,0.079,0.154,0,0.403,0.63,0.055,0.393,0.955,-1.574,1259
1218,1,0,0.395,0.074,0.117,0.046,0.88,0.219,0.838,0.644,1,0.856,0.437,0.503,0.284,0.62,-3.145,1447
1219,1,1,0.446,0.764,0.448,0.171,0.132,0.237,0.197,0.487,1,0.672,0.236,0.014,0.287,0.322,0.388,955
1220,1,1,0.151,0.831,0.306,0.658,0.812,0.132,0.454,0.164,0,0.378,0.635,0.421,0.497,0.595,3.649,492
1221,1,0,0.072,0.823,0.721,0.526,0.293,0.143,0.476,0.947,1,0.707,0.964,0.165,0.068,0.828,-3.529,1500
1222,1,1,0.132,0.721,0.103,0.553,0.168,0.997,0.547,0.476,0,0.907,0.657,0.548,0.291,0.046,0.392,952
1223,1,1,0.804,0.123,0.282,0.439,0.738,0.07,0.876,0.934,0,0.23,0.138,0.876,0.61,0.065,5.602,285
1224,1,1,0.831,0.751,0.969,0.467,0.105,0.3,0.93,0.325,0,0.285,0.966,0.643,0.507,0.495,-1.349,1223
1225,1,0,0.608,0.488,0.602,0.69,0.116,0.363,0.355,0.253,1,0.819,0.582,0.342,0.575,0.839,-7.319,1854
1226,1,0,0.784,0.015,0.938,0.132,0.502,0.866,0.708,0.329,0,0.865,0.802,0.417,0.239,0.768,-3.634,1508
